Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Country,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit,Delivery Status
ORD2072,2022-12-08,2022-12-17,First Class,CUST6072,Alice Smith,Corporate,Central,UK,Furniture,Chairs,Office Chair,3,0.3,174.7,44.7,On Time
ORD2073,2022-12-09,2022-12-15,Standard Class,CUST6073,Robert Brown,Corporate,West,Germany,Furniture,Accessories,USB Drive,1,0.27,412.35,11.29,Delayed
ORD2074,2022-12-10,2022-12-12,Second Class,CUST6074,Alice Smith,Consumer,Central,Germany,Furniture,Phones,Notebook Binder,3,0.2,35.06,14.85,On Time
ORD2075,2022-12-11,2022-12-12,Same Day,CUST6075,John Doe,Corporate,East,Mexico,Furniture,Accessories,USB Drive,1,0.48,13.54,2.33,On Time
ORD2076,2022-12-12,2022-12-17,Same Day,CUST6076,Robert Brown,Corporate,Central,UK,Furniture,Phones,Standing Desk,6,0.42,65.5,19.46,On Time
ORD2077,2022-12-13,2022-12-22,Same Day,CUST6077,John Doe,Home Office,Central,UK,Furniture,Chairs,Smartphone,8,0.29,438.23,19.84,Early
ORD2078,2022-12-14,2022-12-20,First Class,CUST6078,John Doe,Consumer,East,UK,Office Supplies,Binders,Office Chair,3,0.0,271.52,12.28,Early
ORD2079,2022-12-15,2022-12-22,Second Class,CUST6079,Robert Brown,Consumer,West,Canada,Office Supplies,Phones,USB Drive,4,0.22,301.11,,Delayed
ORD2080,2022-12-16,2022-12-21,Second Class,CUST6080,Emma Johnson,Corporate,Central,USA,Technology,Binders,Notebook Binder,5,0.35,422.68,121.38,Early
ORD2081,2022-12-17,2022-12-23,Standard Class,CUST6081,Emma Johnson,Home Office,South,USA,Office Supplies,Tables,Notebook Binder,7,0.06,34.82,-7.68,Early
ORD2082,2022-12-18,2022-12-23,Standard Class,CUST6082,John Doe,Home Office,Central,Mexico,Furniture,Tables,Notebook Binder,6,0.2,199.68,62.18,Early
ORD2083,2022-12-19,2022-12-28,Standard Class,CUST6083,Emma Johnson,Home Office,West,UK,Furniture,Chairs,Office Chair,2,0.1,325.11,-47.89,Delayed
ORD2084,2022-12-20,2022-12-26,Second Class,CUST6084,Alice Smith,Home Office,South,UK,Technology,Chairs,Notebook Binder,7,0.17,208.29,-21.27,Delayed
ORD2085,2022-12-21,2022-12-29,Standard Class,CUST6085,Robert Brown,Corporate,West,Germany,Office Supplies,Storage,Notebook Binder,8,0.01,25.74,11.18,Delayed
ORD2086,2022-12-22,2022-12-24,Second Class,CUST6086,John Doe,Home Office,Central,Canada,Office Supplies,Chairs,USB Drive,1,0.06,328.96,25.41,Delayed
ORD2087,2022-12-23,2023-01-01,Second Class,CUST6087,Alice Smith,Consumer,East,Canada,Technology,Tables,Office Chair,6,0.23,201.79,-40.32,On Time
ORD2088,2022-12-24,2022-12-29,Same Day,CUST6088,Emma Johnson,Consumer,West,Mexico,Furniture,Phones,Smartphone,9,0.45,19.41,8.23,Delayed
ORD2089,2022-12-25,2023-01-01,Standard Class,CUST6089,Alice Smith,Corporate,West,USA,Furniture,Accessories,Smartphone,7,0.25,93.55,5.79,Delayed
ORD2090,2022-12-26,2022-12-27,Same Day,CUST6090,Emma Johnson,Home Office,East,UK,Furniture,Chairs,Notebook Binder,5,0.23,116.62,-22.81,On Time
ORD2091,2022-12-27,2023-01-01,First Class,CUST6091,John Doe,Home Office,Central,Mexico,Furniture,Accessories,Standing Desk,9,0.39,260.2,3.29,On Time
ORD2092,2022-12-28,2022-12-30,First Class,CUST6092,Alice Smith,Home Office,West,Canada,Technology,Accessories,Office Chair,2,0.13,101.32,17.37,Early
ORD2093,2022-12-29,2023-01-04,First Class,CUST6093,Robert Brown,Home Office,Central,Canada,Office Supplies,Tables,Standing Desk,7,0.05,187.05,-1.89,Early
ORD2094,2022-12-30,2022-12-31,Second Class,CUST6094,John Doe,Corporate,Central,Canada,Furniture,Storage,Office Chair,9,0.1,377.83,166.04,Delayed
ORD2095,2022-12-31,2023-01-03,Second Class,CUST6095,Alice Smith,Home Office,Central,UK,Office Supplies,Phones,Office Chair,2,0.4,405.78,-34.19,Early
ORD2096,2023-01-01,2023-01-06,Second Class,CUST6096,Alice Smith,Corporate,East,UK,Office Supplies,Tables,USB Drive,6,0.34,399.75,-63.7,On Time
ORD2097,2023-01-02,2023-01-06,Standard Class,CUST6097,Emma Johnson,Home Office,Central,UK,Furniture,Chairs,Notebook Binder,9,0.05,350.59,-43.21,Early
ORD2098,2023-01-03,2023-01-06,Same Day,CUST6098,John Doe,Home Office,Central,Germany,Furniture,Tables,USB Drive,3,0.33,275.49,-64.19,Early
ORD2099,2023-01-04,2023-01-09,Second Class,CUST6099,John Doe,Consumer,South,USA,Furniture,Tables,Standing Desk,8,0.47,279.81,17.3,Delayed
ORD2100,2023-01-05,2023-01-13,Same Day,CUST6100,John Doe,Corporate,South,Canada,Office Supplies,Tables,Standing Desk,5,0.02,477.16,192.14,On Time
ORD2101,2023-01-06,2023-01-10,Same Day,CUST6101,John Doe,Consumer,South,Canada,Technology,Chairs,Smartphone,7,0.31,440.16,-24.53,On Time
ORD2102,2023-01-07,2023-01-08,Same Day,CUST6102,,Corporate,West,Germany,Furniture,Chairs,USB Drive,3,0.19,328.39,-30.65,Early
ORD2103,2023-01-08,2023-01-15,Standard Class,CUST6103,Robert Brown,Home Office,West,Canada,Office Supplies,Tables,USB Drive,8,0.25,239.56,88.62,Early
ORD2104,2023-01-09,2023-01-17,Standard Class,CUST6104,John Doe,Home Office,South,Canada,Office Supplies,Tables,USB Drive,2,0.26,367.24,-20.27,Early
ORD2105,2023-01-10,2023-01-13,First Class,CUST6105,Emma Johnson,Corporate,East,UK,Furniture,Accessories,Smartphone,8,0.39,40.73,3.32,Delayed
ORD2106,2023-01-11,2023-01-17,First Class,CUST6106,Robert Brown,Consumer,East,UK,Technology,Phones,USB Drive,2,0.28,472.86,-130.04,Early
ORD2107,2023-01-12,2023-01-14,Same Day,CUST6107,Robert Brown,Corporate,South,USA,Furniture,Accessories,USB Drive,7,0.3,278.31,-19.58,Early
ORD2108,2023-01-13,2023-01-20,First Class,CUST6108,Emma Johnson,Corporate,West,Canada,Furniture,Storage,USB Drive,2,0.17,256.37,-50.13,Delayed
ORD2109,2023-01-14,2023-01-22,Same Day,CUST6109,John Doe,Home Office,West,Mexico,Technology,Phones,USB Drive,7,0.06,152.51,-32.84,On Time
ORD2110,2023-01-15,2023-01-21,Standard Class,CUST6110,Robert Brown,Consumer,East,Canada,Furniture,Storage,Standing Desk,1,0.34,11.66,0.53,Delayed
ORD2111,2023-01-16,2023-01-22,Standard Class,CUST6111,John Doe,Corporate,Central,Canada,Furniture,Phones,Notebook Binder,6,0.0,40.01,-3.13,Early
ORD2112,2023-01-17,2023-01-22,Standard Class,CUST6112,John Doe,Consumer,East,USA,Technology,Tables,Standing Desk,7,0.16,138.87,-23.17,Early
ORD2113,2023-01-18,2023-01-26,Second Class,CUST6113,Alice Smith,Consumer,Central,Mexico,Office Supplies,Accessories,USB Drive,4,0.11,275.36,30.07,On Time
ORD2114,2023-01-19,2023-01-20,Same Day,CUST6114,John Doe,Corporate,West,Canada,Office Supplies,Phones,Office Chair,1,0.19,50.95,16.67,Delayed
ORD2115,2023-01-20,2023-01-24,Standard Class,CUST6115,Alice Smith,Consumer,West,Mexico,Office Supplies,Storage,Office Chair,6,0.16,486.31,140.0,Early
ORD2116,2023-01-21,2023-01-25,Same Day,CUST6116,Robert Brown,Home Office,South,UK,Office Supplies,Phones,Smartphone,4,0.35,211.37,-21.01,On Time
ORD2117,2023-01-22,2023-01-25,First Class,CUST6117,Emma Johnson,Home Office,West,UK,Office Supplies,Chairs,Standing Desk,3,0.13,165.0,-14.77,Early
ORD2118,2023-01-23,2023-01-26,First Class,CUST6118,Alice Smith,Home Office,Central,Mexico,Furniture,Phones,Smartphone,4,0.28,267.35,76.33,On Time
ORD2119,2023-01-24,2023-01-28,Standard Class,CUST6119,Emma Johnson,Home Office,East,Canada,Technology,Tables,Smartphone,6,0.23,41.84,6.1,Early
ORD2120,2023-01-25,2023-01-26,Same Day,CUST6120,Robert Brown,Consumer,South,Mexico,Office Supplies,Binders,Office Chair,5,0.4,426.72,125.43,Early
ORD2121,2023-01-26,2023-01-28,Standard Class,CUST6121,John Doe,Home Office,Central,Mexico,Technology,Chairs,Standing Desk,2,0.21,235.54,-70.4,On Time
ORD2122,2023-01-27,2023-02-05,First Class,CUST6122,Robert Brown,Corporate,East,UK,Office Supplies,Binders,Notebook Binder,2,0.43,97.38,-22.43,On Time
ORD2123,2023-01-28,2023-01-30,Standard Class,CUST6123,Emma Johnson,Home Office,East,Mexico,Furniture,Tables,Standing Desk,3,0.0,89.25,30.49,Early
ORD2124,2023-01-29,2023-02-03,Same Day,CUST6124,Robert Brown,Corporate,East,Germany,Office Supplies,Binders,Smartphone,6,0.3,186.87,71.18,On Time
ORD2125,2023-01-30,2023-02-08,First Class,CUST6125,John Doe,Corporate,West,Germany,Office Supplies,Phones,USB Drive,1,0.0,290.95,-7.35,Early
ORD2126,2023-01-31,2023-02-09,Second Class,CUST6126,Robert Brown,Home Office,East,UK,Technology,Binders,Smartphone,7,0.36,214.28,100.0,Early
ORD2127,2023-02-01,2023-02-09,First Class,CUST6127,John Doe,Home Office,West,Canada,Technology,Accessories,Standing Desk,8,0.12,302.43,-17.77,Delayed
ORD2128,2023-02-02,2023-02-03,Second Class,CUST6128,Alice Smith,Consumer,East,Canada,Furniture,Tables,Office Chair,7,0.19,355.68,146.62,Early
ORD2129,2023-02-03,2023-02-04,Standard Class,CUST6129,Emma Johnson,Corporate,East,UK,Technology,Accessories,Standing Desk,3,0.19,376.76,14.08,Early
ORD2130,2023-02-04,2023-02-13,Standard Class,CUST6130,John Doe,Home Office,West,Canada,Technology,Binders,Notebook Binder,6,0.42,206.47,30.86,On Time
ORD2131,2023-02-05,2023-02-13,Same Day,CUST6131,John Doe,Consumer,West,USA,Technology,Accessories,USB Drive,4,0.05,361.33,77.55,Delayed
ORD2132,2023-02-06,2023-02-15,Second Class,CUST6132,Robert Brown,Home Office,Central,Germany,Furniture,Chairs,USB Drive,5,0.33,79.34,-15.35,On Time
ORD2133,2023-02-07,2023-02-14,Standard Class,CUST6133,Alice Smith,Home Office,East,USA,Furniture,Binders,Smartphone,3,0.49,261.42,-70.66,On Time
ORD2134,2023-02-08,2023-02-11,Second Class,CUST6134,John Doe,Home Office,West,USA,Furniture,Storage,Standing Desk,5,0.01,45.53,1.89,Early
ORD2135,2023-02-09,2023-02-12,Standard Class,CUST6135,Alice Smith,Corporate,Central,USA,Technology,Accessories,Office Chair,6,0.48,129.61,-22.26,Early
ORD2136,2023-02-10,2023-02-12,First Class,CUST6136,Alice Smith,Home Office,Central,UK,Technology,Phones,Notebook Binder,8,0.01,295.76,41.15,Early
ORD2137,2023-02-11,2023-02-16,Standard Class,CUST6137,Robert Brown,Consumer,West,USA,Furniture,Binders,Smartphone,6,0.42,372.81,23.45,On Time
ORD2138,2023-02-12,2023-02-15,Same Day,CUST6138,John Doe,Home Office,East,Mexico,Technology,Storage,Standing Desk,9,0.48,56.7,-11.47,On Time
ORD2139,2023-02-13,2023-02-19,First Class,CUST6139,Robert Brown,Home Office,Central,Canada,Technology,Chairs,Office Chair,4,0.5,111.46,25.93,Early
ORD2140,2023-02-14,2023-02-16,Same Day,CUST6140,Emma Johnson,Consumer,East,UK,Office Supplies,Phones,Standing Desk,2,0.23,496.03,-140.68,On Time
ORD2141,2023-02-15,2023-02-18,First Class,CUST6141,Emma Johnson,Consumer,East,Mexico,Furniture,Binders,Office Chair,9,0.43,175.45,-34.9,Delayed
ORD2142,2023-02-16,2023-02-21,Second Class,CUST6142,John Doe,Corporate,Central,Mexico,Furniture,Phones,Standing Desk,3,0.06,149.18,38.81,Delayed
ORD2143,2023-02-17,2023-02-18,Same Day,CUST6143,Alice Smith,Corporate,West,Germany,Technology,Binders,Standing Desk,7,0.21,51.78,6.33,Delayed
ORD2144,2023-02-18,2023-02-19,Standard Class,CUST6144,John Doe,Corporate,East,Germany,Technology,Binders,Smartphone,4,0.15,350.47,-26.09,On Time
ORD2145,2023-02-19,2023-02-28,Second Class,CUST6145,John Doe,Corporate,South,Mexico,Office Supplies,Tables,Standing Desk,1,0.2,259.04,-40.36,Delayed
ORD2146,2023-02-20,2023-02-27,Standard Class,CUST6146,Emma Johnson,Consumer,West,Germany,Furniture,Accessories,Standing Desk,8,0.35,87.2,18.65,Early
ORD2147,2023-02-21,2023-02-22,First Class,CUST6147,Emma Johnson,Home Office,Central,Canada,Furniture,Binders,Smartphone,4,0.04,320.12,-43.38,Early
ORD2148,2023-02-22,2023-03-02,First Class,CUST6148,Alice Smith,Home Office,South,Canada,Technology,Chairs,Smartphone,6,0.5,267.62,130.52,Early
ORD2149,2023-02-23,2023-02-26,Standard Class,CUST6149,Alice Smith,Home Office,East,Germany,Furniture,Storage,USB Drive,7,0.32,286.82,113.42,Delayed
ORD2150,2023-02-24,2023-03-04,Standard Class,CUST6150,John Doe,Corporate,West,USA,Technology,Accessories,USB Drive,8,0.44,497.48,-96.65,Delayed
ORD2151,2023-02-25,2023-03-02,Second Class,CUST6151,,Consumer,South,Mexico,Office Supplies,Tables,Smartphone,2,0.41,24.02,9.3,On Time
ORD2152,2023-02-26,2023-02-27,Standard Class,CUST6152,John Doe,Consumer,West,Canada,Technology,Accessories,Notebook Binder,9,0.38,458.34,-10.98,Early
ORD2153,2023-02-27,2023-03-06,Same Day,CUST6153,Alice Smith,Consumer,East,Germany,Office Supplies,Accessories,Office Chair,3,0.02,422.53,38.87,On Time
ORD2154,2023-02-28,2023-03-05,Same Day,CUST6154,Robert Brown,Home Office,West,Germany,Technology,Binders,Smartphone,1,0.26,213.52,-39.66,Delayed
ORD2155,2023-03-01,2023-03-07,Standard Class,CUST6155,Emma Johnson,Corporate,South,Canada,Office Supplies,Chairs,USB Drive,2,0.16,441.66,-90.6,On Time
ORD2156,2023-03-02,2023-03-08,Same Day,CUST6156,Alice Smith,Consumer,West,Canada,Office Supplies,Binders,Standing Desk,8,0.06,327.8,128.63,Early
ORD2157,2023-03-03,2023-03-11,Standard Class,CUST6157,Alice Smith,Corporate,Central,USA,Furniture,Chairs,Smartphone,6,0.17,445.78,90.9,On Time
ORD2158,2023-03-04,2023-03-13,Second Class,CUST6158,Robert Brown,Consumer,Central,Germany,Technology,Chairs,Smartphone,1,0.32,301.42,-20.61,On Time
ORD2159,2023-03-05,2023-03-07,Same Day,CUST6159,Alice Smith,Corporate,South,Germany,Furniture,Phones,USB Drive,9,0.12,115.91,-31.42,Delayed
ORD2160,2023-03-06,2023-03-15,Same Day,CUST6160,Alice Smith,Consumer,West,UK,Furniture,Binders,USB Drive,7,0.22,292.35,127.92,Delayed
ORD2161,2023-03-07,2023-03-16,Standard Class,CUST6161,Alice Smith,Corporate,South,USA,Technology,Tables,Notebook Binder,3,0.2,,0.09,Delayed
ORD2162,2023-03-08,2023-03-15,Same Day,CUST6162,Alice Smith,Consumer,West,Canada,Furniture,Storage,USB Drive,7,0.03,79.01,2.63,Delayed
ORD2163,2023-03-09,2023-03-10,First Class,CUST6163,Alice Smith,Consumer,East,Canada,Furniture,Accessories,USB Drive,6,0.31,330.49,-22.52,Early
ORD2164,2023-03-10,2023-03-17,Second Class,CUST6164,Alice Smith,Corporate,Central,Mexico,Furniture,Phones,USB Drive,3,0.31,474.26,195.88,Early
ORD2165,2023-03-11,2023-03-16,Second Class,CUST6165,Alice Smith,Corporate,East,Canada,Technology,Tables,Standing Desk,8,0.48,298.36,-7.26,On Time
ORD2166,2023-03-12,2023-03-18,Same Day,CUST6166,Alice Smith,Home Office,West,Germany,Furniture,Storage,Smartphone,1,0.15,399.94,-64.23,Early
ORD2167,2023-03-13,2023-03-20,Same Day,CUST6167,Emma Johnson,Corporate,East,Canada,Furniture,Storage,Smartphone,5,0.21,92.5,9.29,On Time
ORD2168,2023-03-14,2023-03-19,First Class,CUST6168,Alice Smith,Consumer,South,Germany,Furniture,Binders,USB Drive,8,0.2,330.56,107.5,Delayed
ORD2169,2023-03-15,2023-03-22,First Class,CUST6169,Emma Johnson,Consumer,South,Germany,Technology,Chairs,Notebook Binder,3,0.46,369.16,-1.08,On Time
ORD2170,2023-03-16,2023-03-25,Same Day,CUST6170,Emma Johnson,Corporate,West,USA,Office Supplies,Binders,USB Drive,6,0.2,30.39,6.74,On Time
ORD2171,2023-03-17,2023-03-20,Same Day,CUST6171,John Doe,Home Office,Central,Canada,Office Supplies,Storage,Notebook Binder,2,0.22,57.61,-3.26,Early
ORD2172,2023-03-18,2023-03-26,First Class,CUST6172,John Doe,Corporate,South,USA,Office Supplies,Binders,Smartphone,9,0.13,392.97,108.38,On Time
ORD2173,2023-03-19,2023-03-21,Standard Class,CUST6173,Emma Johnson,Consumer,Central,Germany,Office Supplies,Phones,Notebook Binder,2,0.0,225.58,53.01,Early
ORD2174,2023-03-20,2023-03-27,First Class,CUST6174,Emma Johnson,Consumer,West,Canada,Furniture,Tables,Notebook Binder,5,0.06,208.73,51.06,On Time
ORD2175,2023-03-21,2023-03-23,Standard Class,CUST6175,Alice Smith,Home Office,Central,Canada,Technology,Storage,Office Chair,3,0.35,460.98,99.91,Early
ORD2176,2023-03-22,2023-03-26,Second Class,CUST6176,John Doe,Corporate,West,USA,Furniture,Phones,Notebook Binder,9,0.34,496.06,-86.79,Delayed
ORD2177,2023-03-23,2023-03-30,Second Class,CUST6177,Robert Brown,Consumer,East,USA,Technology,Tables,Notebook Binder,9,0.16,384.55,157.82,Early
ORD2178,2023-03-24,2023-03-27,First Class,CUST6178,John Doe,Consumer,West,Germany,Furniture,Phones,Standing Desk,7,0.24,398.37,,Delayed
ORD2179,2023-03-25,2023-03-27,Standard Class,CUST6179,Emma Johnson,Consumer,East,Germany,Office Supplies,Accessories,Smartphone,5,0.15,112.08,0.66,Early
ORD2180,2023-03-26,2023-04-02,First Class,CUST6180,Emma Johnson,Corporate,West,Canada,Office Supplies,Chairs,USB Drive,9,0.37,104.19,-16.89,Delayed
ORD2181,2023-03-27,2023-03-28,First Class,CUST6181,Alice Smith,Corporate,South,Canada,Technology,Chairs,Office Chair,7,0.42,490.53,160.34,Delayed
ORD2182,2023-03-28,2023-04-05,Standard Class,CUST6182,Alice Smith,Home Office,South,UK,Furniture,Chairs,Notebook Binder,2,0.45,350.59,37.6,Early
ORD2183,2023-03-29,2023-04-01,First Class,CUST6183,John Doe,Consumer,Central,UK,Office Supplies,Accessories,Standing Desk,1,0.09,346.49,-63.12,Delayed
ORD2184,2023-03-30,2023-04-01,Second Class,CUST6184,Alice Smith,Consumer,West,Mexico,Technology,Storage,Standing Desk,4,0.35,150.23,65.67,On Time
ORD2185,2023-03-31,2023-04-03,Same Day,CUST6185,Robert Brown,Home Office,West,Germany,Furniture,Storage,USB Drive,8,0.48,444.37,-95.6,On Time
ORD2186,2023-04-01,2023-04-06,Same Day,CUST6186,Robert Brown,Consumer,West,Mexico,Technology,Accessories,USB Drive,6,0.33,31.78,3.79,Delayed
ORD2187,2023-04-02,2023-04-10,First Class,CUST6187,Alice Smith,Home Office,Central,Mexico,Furniture,Chairs,Smartphone,2,0.18,144.55,27.24,Delayed
ORD2188,2023-04-03,2023-04-10,Standard Class,CUST6188,Robert Brown,Home Office,South,USA,Furniture,Chairs,Notebook Binder,5,0.32,98.27,49.06,Delayed
ORD2189,2023-04-04,2023-04-11,Standard Class,CUST6189,Robert Brown,Consumer,West,USA,Furniture,Tables,Standing Desk,9,0.34,358.44,-67.12,Early
ORD2190,2023-04-05,2023-04-12,Second Class,CUST6190,John Doe,Corporate,Central,UK,Technology,Tables,Office Chair,6,0.2,360.52,68.8,On Time
ORD2191,2023-04-06,2023-04-14,Standard Class,CUST6191,Robert Brown,Corporate,West,Mexico,Technology,Binders,Smartphone,6,0.05,272.02,22.13,Delayed
ORD2192,2023-04-07,2023-04-08,Standard Class,CUST6192,Emma Johnson,Corporate,East,UK,Furniture,Phones,Notebook Binder,7,0.3,12.58,-1.19,Delayed
ORD2193,2023-04-08,2023-04-12,Second Class,CUST6193,Emma Johnson,Corporate,West,Germany,Office Supplies,Tables,USB Drive,5,0.4,438.14,198.81,Early
ORD2194,2023-04-09,2023-04-15,First Class,CUST6194,John Doe,Consumer,East,Canada,Furniture,Tables,Notebook Binder,3,0.5,478.24,159.1,On Time
ORD2195,2023-04-10,2023-04-19,Same Day,CUST6195,Alice Smith,Home Office,Central,USA,Technology,Tables,USB Drive,3,0.11,109.13,35.1,Delayed
ORD2196,2023-04-11,2023-04-13,Second Class,CUST6196,John Doe,Home Office,Central,Germany,Furniture,Tables,Notebook Binder,5,0.35,422.69,177.25,On Time
ORD2197,2023-04-12,2023-04-13,First Class,CUST6197,Alice Smith,Consumer,South,Germany,Technology,Accessories,Office Chair,4,0.01,486.91,136.35,Early
ORD2198,2023-04-13,2023-04-15,Second Class,CUST6198,Alice Smith,Corporate,West,USA,Furniture,Binders,Smartphone,5,0.48,-170.22,17.94,On Time
ORD2199,2023-04-14,2023-04-21,First Class,CUST6199,Alice Smith,Home Office,Central,USA,Furniture,Tables,USB Drive,9,0.01,100.68,1.33,Delayed
ORD2200,2023-04-15,2023-04-18,Second Class,CUST6200,Alice Smith,Consumer,South,Mexico,Office Supplies,Storage,Office Chair,5,0.18,488.99,128.75,Delayed
ORD2201,2023-04-16,2023-04-18,First Class,CUST6201,Alice Smith,Consumer,West,UK,Office Supplies,Phones,Standing Desk,4,0.04,39.27,7.16,On Time
ORD2202,2023-04-17,2023-04-24,Second Class,CUST6202,John Doe,Corporate,Central,Germany,Technology,Tables,Office Chair,4,0.31,145.22,19.5,Early
ORD2203,2023-04-18,2023-04-20,First Class,CUST6203,Alice Smith,Consumer,East,Mexico,Furniture,Accessories,Office Chair,1,0.17,373.59,63.98,Early
ORD2204,2023-04-19,2023-04-22,Second Class,CUST6204,Robert Brown,Home Office,Central,Mexico,Technology,Storage,Office Chair,4,0.37,312.5,70.09,Early
ORD2205,2023-04-20,2023-04-27,Same Day,CUST6205,Robert Brown,Home Office,East,Germany,Furniture,Chairs,USB Drive,4,0.24,345.41,164.06,Early
ORD2206,2023-04-21,2023-04-25,Same Day,CUST6206,Alice Smith,Consumer,South,Germany,Furniture,Chairs,Standing Desk,9,0.21,356.96,107.99,Delayed
ORD2207,2023-04-22,2023-04-23,Standard Class,CUST6207,Robert Brown,Home Office,South,Canada,Furniture,Binders,Smartphone,4,0.17,346.21,-55.0,On Time
ORD2208,2023-04-23,2023-04-28,First Class,CUST6208,Emma Johnson,Consumer,West,UK,Office Supplies,Chairs,Office Chair,7,0.04,177.7,13.05,Delayed
ORD2209,2023-04-24,2023-05-03,Second Class,CUST6209,John Doe,Home Office,West,Germany,Technology,Tables,USB Drive,1,0.1,162.64,39.46,On Time
ORD2210,2023-04-25,2023-05-03,First Class,CUST6210,John Doe,Corporate,West,USA,Furniture,Accessories,USB Drive,7,0.32,219.95,-35.08,On Time
ORD2211,2023-04-26,2023-05-05,Same Day,CUST6211,Alice Smith,Home Office,South,Canada,Furniture,Binders,Smartphone,2,0.25,405.76,181.04,Early
ORD2212,2023-04-27,2023-05-06,First Class,CUST6212,Alice Smith,Corporate,East,UK,Technology,Storage,Notebook Binder,8,0.04,469.75,-111.98,Early
ORD2213,2023-04-28,2023-05-05,Second Class,CUST6213,Emma Johnson,Corporate,West,USA,Technology,Tables,Standing Desk,1,0.27,233.07,44.0,On Time
ORD2214,2023-04-29,2023-05-03,First Class,CUST6214,Alice Smith,Consumer,West,USA,Furniture,Chairs,Standing Desk,3,0.03,52.03,25.01,On Time
ORD2215,2023-04-30,2023-05-05,Second Class,CUST6215,Robert Brown,Corporate,South,UK,Office Supplies,Phones,Office Chair,8,0.26,469.77,132.61,On Time
ORD2216,2023-05-01,2023-05-02,Same Day,CUST6216,Emma Johnson,Home Office,East,Canada,Office Supplies,Tables,Notebook Binder,8,0.48,49.41,11.95,Delayed
ORD2217,2023-05-02,2023-05-03,Same Day,CUST6217,Robert Brown,Home Office,Central,USA,Furniture,Phones,Standing Desk,5,0.15,87.96,43.8,On Time
ORD2218,2023-05-03,2023-05-06,Same Day,CUST6218,John Doe,Corporate,West,Mexico,Office Supplies,Storage,Office Chair,5,0.36,435.16,145.1,Delayed
ORD2219,2023-05-04,2023-05-12,Standard Class,CUST6219,Robert Brown,Consumer,Central,UK,Technology,Phones,Notebook Binder,8,0.37,280.22,133.45,On Time
ORD2220,2023-05-05,2023-05-07,Same Day,CUST6220,John Doe,Corporate,Central,UK,Office Supplies,Storage,USB Drive,5,0.2,,47.37,Early
ORD2221,2023-05-06,2023-05-10,First Class,CUST6221,Robert Brown,Home Office,West,Germany,Technology,Binders,Office Chair,9,0.3,466.15,108.32,On Time
ORD2222,2023-05-07,2023-05-09,Standard Class,CUST6222,John Doe,Home Office,South,Canada,Technology,Accessories,Notebook Binder,1,0.24,480.65,149.03,On Time
ORD2223,2023-05-08,2023-05-13,Same Day,CUST6223,Alice Smith,Corporate,West,Mexico,Technology,Chairs,Smartphone,5,0.14,172.07,-25.64,Delayed
ORD2224,2023-05-09,2023-05-18,First Class,CUST6224,Robert Brown,Corporate,East,Mexico,Technology,Chairs,Standing Desk,3,0.38,435.53,150.1,On Time
ORD2225,2023-05-10,2023-05-11,First Class,CUST6225,John Doe,Corporate,East,Germany,Office Supplies,Tables,Office Chair,3,0.35,342.48,163.06,Delayed
ORD2226,2023-05-11,2023-05-16,First Class,CUST6226,Robert Brown,Home Office,West,USA,Technology,Chairs,USB Drive,2,0.45,144.5,27.36,Delayed
ORD2227,2023-05-12,2023-05-21,Second Class,CUST6227,Emma Johnson,Home Office,Central,USA,Furniture,Binders,Office Chair,3,0.31,471.3,-136.73,Early
ORD2228,2023-05-13,2023-05-14,Standard Class,CUST6228,Alice Smith,Home Office,East,Mexico,Technology,Chairs,Standing Desk,7,0.19,40.9,-9.91,Early
ORD2229,2023-05-14,2023-05-23,First Class,CUST6229,John Doe,Consumer,East,Canada,Furniture,Tables,Standing Desk,8,0.36,165.79,-18.61,Early
ORD2230,2023-05-15,2023-05-23,Second Class,CUST6230,Emma Johnson,Home Office,West,USA,Technology,Chairs,Notebook Binder,8,0.31,204.17,18.96,Early
ORD2231,2023-05-16,2023-05-20,Same Day,CUST6231,Robert Brown,Home Office,West,UK,Technology,Accessories,USB Drive,8,0.31,348.42,10.8,Delayed
ORD2232,2023-05-17,2023-05-22,First Class,CUST6232,Emma Johnson,Consumer,South,Germany,Office Supplies,Storage,Notebook Binder,1,0.42,28.83,13.94,On Time
ORD2233,2023-05-18,2023-05-23,Second Class,CUST6233,Robert Brown,Consumer,West,Canada,Technology,Phones,USB Drive,7,0.46,445.99,203.58,Delayed
ORD2234,2023-05-19,2023-05-25,First Class,CUST6234,Alice Smith,Consumer,West,USA,Technology,Phones,Office Chair,2,0.09,332.96,4.72,Early
ORD2235,2023-05-20,2023-05-27,Standard Class,CUST6235,Emma Johnson,Consumer,East,Mexico,Office Supplies,Storage,Office Chair,4,0.16,144.76,48.56,On Time
ORD2236,2023-05-21,2023-05-29,Standard Class,CUST6236,Alice Smith,Consumer,East,Germany,Office Supplies,Phones,Notebook Binder,5,0.33,332.59,69.54,Delayed
ORD2237,2023-05-22,2023-05-30,Same Day,CUST6237,John Doe,Consumer,East,USA,Furniture,Accessories,Smartphone,1,0.28,273.09,-28.81,On Time
ORD2238,2023-05-23,2023-05-25,First Class,CUST6238,Robert Brown,Corporate,Central,Mexico,Office Supplies,Binders,Standing Desk,4,0.33,174.78,77.77,Delayed
